내용링크,제목,작가,별점,줄거리,태그,관심,이용가,몇화,이미지링크
/webtoon/list?titleId=796252,"다비, 아찔하게 흐르는",소프트콘 / 이은비,9.97,"압록강 이북에서 찻잎을 파는 심 다점의 주인 '단이'는 
한 남자의 도움으로 목숨을 건지게 된다. 
목숨을 구해준 남자의 정체는 여진족이라면 가차 없이 베어버리는 냉혈인,
저주받은 북방 귀신이라 불리는 조선의 장군 '서 결'.

저주를 받아 물 대신 독한 차만 마실 수 있는 그는,
아이들을 끌고 가 자신의 차를 끓이는 다동으로 삼고 잡아먹는다고 하는데...

그런 그의 다동... 아니 다비로 거두어지게 된 단이는 
북방 귀신의 집에서 무사히 지낼 수 있을까?!",#로맨스#퓨전사극#소설원작,76692,15세 이용가,총 41화,https://image-comic.pstatic.net/webtoon/796252/thumbnail/thumbnail_IMAG21_07b3c0bc-a24e-4411-8996-b38f6a6a2721.jpg
/webtoon/list?titleId=792139,솔트앤페퍼,소이,9.97,"먹기 위해 사는 민후추와 살기 위해 먹는 소금지.
소꿉친구지만 음식에 대한 가치관이 전혀 다른 두 사람.
둘을 중심으로 펼쳐지는 자취 요리(?)와 캠퍼스 라이프(!)
'서브 콤플렉스' 소이 작가의 신작!",#로맨스#다정남#소꿉친구#음식&요리,85420,전체연령가,총 46화,https://image-comic.pstatic.net/webtoon/792139/thumbnail/thumbnail_IMAG21_7075778868856305717.jpg
/webtoon/list?titleId=794980,개와 사람의 시간,무브,9.81,"나영의 행복을 위해서라면, 무엇이든 할 수 있는 사랑스러운 반려견 우비. 
그런 우비와 나영의 시간에 불현듯 개를 무서워하는 낯선 남자 영민이 들어오고, 
나영과 영민의 관계가 가까워질수록 우비와 그녀의 사이는 멀어져 간다. 
나영의 사랑을 독차지할 수 없게 된 우비. 
결국 스스로의 한계를 느끼고 그녀의 곁을 떠나 
자신을 위한 삶을 살기로 결심하게 되는데...",#드라마#무해한#힐링#성장드라마#동물#완결드라마,57654,전체연령가,총 45화,https://image-comic.pstatic.net/webtoon/794980/thumbnail/thumbnail_IMAG21_e3165fc4-8753-4b64-99e1-8fc9bd9ce29d.jpg
/webtoon/list?titleId=765322,그 황제가 시곗바늘을 되돌린 사연,화영 / 용끄 / 블루밍부케,9.86,"황후 리지가 숨을 거둔 뒤에야 황제 레온은 자신의 어리석음을 깨닫고 후회했지만 이미 시곗바늘은 지나갔다.
레온의 소원으로 시계탑의 마녀는 레온이 황후 리지를 처음 만나던 날로 시곗바늘을 되돌리고, 과거로 돌아간 레온에게 남은 일은 오직 리지를 행복하게 해주는 일 뿐...
하지만, 되돌린 시곗바늘의 영향력은 생각하는 것 이상으로 컸는데... 과연 레온은 리지를 행복하게 해 줄 수 있을까?",#로맨스#후회물#혐관로맨스#회귀#구원서사#소설원작#완결로맨스,100708,전체연령가,총 105화,https://image-comic.pstatic.net/webtoon/765322/thumbnail/thumbnail_IMAG21_47daec60-5392-4de5-889e-2a8e9d22fde0.jpg
/webtoon/list?titleId=772691,돌아온 여기사,이하린 / 하늘미르,9.87,"평범한 백작가 영애로 살아가던 ""이레나"". 그녀의 가문은 반왕 ""파벨루크""로 인해 하룻밤 만에 숙청당하고 만다. 가족의 복수를 위해 냉혹한 기사로 살아가던 그녀는 무슨 이유에서인지 과거로 되돌아가게 되었다.
가족을 끝까지 지키기 위해선 지난 생에서는 죽었던 황태자 “칼라일”을 살려야 한다!
낮에는 레이디, 밤에는 검을 든 기사로 바쁘게 오가는 이레나. 이번에는 미래를 바꿀 수 있을까?!",#로맨스#소설원작#완결로맨스,81620,15세 이용가,총 100화,https://image-comic.pstatic.net/webtoon/772691/thumbnail/thumbnail_IMAG21_7292794790963720291.jpg
/webtoon/list?titleId=667573,연놈,상하,9.82,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.
지나버린 시간과 마주한 소년 그리고 소녀의 이야기",#드라마#학원로맨스#완결무료#완결드라마,913200,12세 이용가,총 372화,https://image-comic.pstatic.net/webtoon/667573/thumbnail/thumbnail_IMAG21_095997c8-effc-4722-8157-baeaaa439930.jpg
/webtoon/list?titleId=770030,급식러너,슬랭킷,9.90,"게임이 현실이 되어버린 세상.
학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 ‘급식러너’에 열광해있다.
하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데...
그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안!
“퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게.”
자유를 위한 민호의 치열한 질주가 시작된다!!!
2020 지상최대공모전 대상 수상 작품!",#판타지#2020 지상최대공모전#게임판타지#완결판타지,45732,전체연령가,총 103화,https://image-comic.pstatic.net/webtoon/770030/thumbnail/thumbnail_IMAG21_3760841466767095601.jpg
/webtoon/list?titleId=789478,늑대처럼 홀로,이상훈 / 이현세,9.94,"조선 말기. 조선,청,러시아의 국경 연해주에 이주한 조선인 마을에, 아비지옥 같은 과거를 묻고 '무명'이라 불리며 살아가는 노인이 있다. 
마른 자작나무 껍질같은 그의 삶 속에 운명처럼 러시아 소녀 비료자가 들어온다. 그리고 다시 무간지옥이 찾아왔다! 
피바다 속에 저무는 마지막 황혼의 검! 자작나무 다리는 믿지마라!!!",#무협/사극#동양풍판타지#판무#완결무협/사극,32861,15세 이용가,총 61화,https://image-comic.pstatic.net/webtoon/789478/thumbnail/thumbnail_IMAG21_7305513022303330866.jpg
/webtoon/list?titleId=780881,이제야 연애,딘돈 / 서혜은,9.96,"숨 막히게 가난한 삶을 살아온 자매, 주은과 혜진. 
어머니의 죽음 후 둘 앞에 팔자에 없다 생각했던 ‘아버지’가 등장한다. 
둘 중 하나가 대성그룹으로 들어온다면, 가난에 찌든 삶에서 구제해 주겠노라는 그의 제안에 언니 혜진이 나선다.
그러나 대성그룹에 들어간 후, 3년만에 혜진은 허무하게 죽어버린다. 
언니의 죽음을 막지 못한 무력감과 절망에 몸부림치던 주은.
그녀에게 새로운 기회가 찾아온다. 
3년 전으로 되돌아온 주은은 언니를 대신해 ‘대성그룹’의 딸이 되어 언니를 죽음으로 이끈 그 집으로 들어가는데….",#로맨스#소설원작#완결로맨스,147660,12세 이용가,총 69화,https://image-comic.pstatic.net/webtoon/780881/thumbnail/thumbnail_IMAG21_7089337839370188646.jpg
/webtoon/list?titleId=786920,미치도록 너만을,월귤 / 해가 / Lunar 이지연,9.82,"임시보호 중인 고양이를 찾아 호텔 게스트 하우스까지 들어가게 된 인턴 세희.
하필 그곳은 하나그룹 이재현 전무가 머무는 곳.
인기척 소리에 놀라 욕실에 숨었는데!?
관능적인 숨소리와 함께 물줄기가 쏟아지고, 뿌연 수증기가 욕실을 채운다.
촤악! 샤워 커튼이 열리고, 재현의 싸늘한 시선과 마주친 세희!
“마지막 근무하는 날까지 내 눈앞에 나타나지 말도록”",#로맨스#사내연애#소설원작#완결로맨스,111266,15세 이용가,총 82화,https://image-comic.pstatic.net/webtoon/786920/thumbnail/thumbnail_IMAG21_3546924877362770021.jpg
/webtoon/list?titleId=805931,"소녀의 디딤돌 : 희망, 함께 날다",모랑지,9.95,"본 콘텐츠는 자립준비 청소년들이 안정적인 환경에서 자립할 수 있도록 지원하는 프로그램, 삼성 희망디딤돌 브랜드웹툰입니다. 
홀로서기에 나선 소녀의 따뜻한 성장 스토리를 만나보세요",#감성#완결무료#완결감성,10043,전체연령가,총 8화,https://image-comic.pstatic.net/webtoon/805931/thumbnail/thumbnail_IMAG21_779370a2-8b7c-4019-94ca-53f08bb4f4a9.jpeg
/webtoon/list?titleId=784417,무림서부,웨스트 / 정한길 / 컵라면.,9.93,"황제가 무공을 통한 철혈정치로 제국을 천년동안 유지함에 따라, 오로지 황군 무공만이 힘이요 법도로 살아남고, 고전 무공들은 스러지고 만다. 이런 세계에 환생한 무협지 마니아, 주인공 장건. 과연 그는 동경하던 고전 무공을 되살릴 수 있을까. 서부 대륙 개척지에서 벌어지는 정통 무협의 정수!",#무협/사극#세계관#힘숨찐#판무#소설원작,54583,15세 이용가,총 27화,https://image-comic.pstatic.net/webtoon/784417/thumbnail/thumbnail_IMAG21_f997ffe9-465a-4be8-a0bb-b5d0ef5cedea.jpg
/webtoon/list?titleId=737021,마도,이밤,9.76,"""그 얼굴, 안 쓸 거면 나줘!""
자신의 운명을 모른 채 마법사와 위험한 계약을 한 주인남.
악마를 잡는 마녀의 등장과 엉망이 돼버린 대학생활.
신박한 오컬트 액션 스릴러!
위험한 변신이 시작된다.",#판타지,23882,15세 이용가,총 89화,https://image-comic.pstatic.net/webtoon/737021/thumbnail/thumbnail_IMAG21_6758bf70-1d7a-4ceb-ae84-90698e808920.jpg
/webtoon/list?titleId=758676,조선여우스캔들,문종호 / 정후 / 차소희,9.93,"우리가 아는 전래동화는 사실 하늘에서 도망친 신수들이 벌인 범죄극이다!
하늘에서 어사로 파견된 여우 시호. 조선 최고의 기생이자 사기꾼 초란.
재주도 많고 사연도 많은 이들이 도깨비들의 수장 담과 함께
인간들을 괴롭히는 악한 신수들을 쫓아, 전래동화 속 이야기를 유쾌하게 뒤집고,
하늘마저 눈물을 흘릴 애틋한 사랑도 함께 시작한다. 바로 지금!",#로맨스#동양풍판타지#퓨전사극#소설원작#완결로맨스,76243,전체연령가,총 112화,https://image-comic.pstatic.net/webtoon/758676/thumbnail/thumbnail_IMAG21_3991651857397657649.jpg
/webtoon/list?titleId=772853,"나태 공자, 노력 천재 되다",doip / 도도문 / 이등별,9.95,"잠을 도피처로 삼아 온 소년 아이른 파레이라.
사람들은 그를 나태 공자라 부르며 조롱했지만 그는 변할 생각이 없었다.
어느 날 어느 검사의 꿈을 꾸기 전까지는...
그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는 한 재능 없는 사내에 관한 꿈이었다.",#판타지#환골탈태#소년왕도물#소설원작,206417,전체연령가,총 88화,https://image-comic.pstatic.net/webtoon/772853/thumbnail/thumbnail_IMAG21_7148394817198842420.jpg
/webtoon/list?titleId=776656,최면학교,박은혁,9.69,"'지금부터 당신은 최면에 빠집니다...'
최면능력을 가진 주인공 김찬규는 여자에게 인기를 얻고 싶어 열심히 최면을 이용해보지만 매번 뜻대로 되지 않는다. 
거듭되는 실패 속에 만난 비범한 능력의 소녀와 김찬규, 특별하지만 안타까운 그들의 이야기. 이것은 개그만화가 아닙니다!",#개그#4차원#완결개그,131607,15세 이용가,총 85화,https://image-comic.pstatic.net/webtoon/776656/thumbnail/thumbnail_IMAG21_3559314170173470050.jpg
/webtoon/list?titleId=784826,마성의 공작님은 잠 못 이루고,소화기 / 고요곰 / 레몬개구리,9.95,"남녀노소를 홀리는 마성 때문에 시종 하나 곁에 둘 수 없는 비운의 공작 카헬 루아브,
마성이 통하지 않는 희귀 체질 하녀 레나를 만나다.",#로맨스#소설원작#완결로맨스,156429,전체연령가,총 80화,https://image-comic.pstatic.net/webtoon/784826/thumbnail/thumbnail_IMAG21_7364060724469250145.jpg
/webtoon/list?titleId=769747,아찔한 전남편,마풍각 / 여백 / 별규,9.89,"국민 여배우 하은설.
여배우 전성기 시절 남편과 첫눈에 반해서 결혼했고, 1년 만에 헤어졌다.
대한민국 톱배우였던 하은설의 입지는 바닥까지 추락했다.
하지만 하은설, 악착같이 일어나 재기에 성공했다!

그리고 4년 뒤, …그가 다시 나타났다.

전남편의 유혹에 넘어가지 않기 위한 은설의 힘겨운 사투!
과연 성공할 수 있을까?",#로맨스#전남친#재회#연예계#선결혼후연애#소설원작#완결로맨스,103477,15세 이용가,총 101화,https://image-comic.pstatic.net/webtoon/769747/thumbnail/thumbnail_IMAG21_3834592101818054758.jpg
/webtoon/list?titleId=791847,스치면 인연 스며들면 사랑,을승,9.95,다른 지구에 존재감을 두고 이 쪽 지구로 넘어온 현도. 어느 날 현도의 존재를 느낄 수 있는 사람인 선화가 현도 앞에 나타난다. 아무것도 남기지 않고 살던 곳으로 돌아가려던 현도에게 희망이 생긴다. '나도 남들처럼 살 수 있지 않을까?'. 옷깃만 스쳐도 인연. 현도는 인연을 넘어 이 곳에 자연스럽게 스며들고 싶다.,#로맨스#학원로맨스#완결로맨스,44790,전체연령가,총 53화,https://image-comic.pstatic.net/webtoon/791847/thumbnail/thumbnail_IMAG21_7162237642839505208.jpg
/webtoon/list?titleId=771330,태권보이,김우준,9.63,"성적도 장래희망도 애매모호, 뭐든 설렁설렁 대충이지만 알고 보면 태권도 고수인 주인공 '김인'.
주변에서는 겨룰 자가 없을 만큼 출중한 실력을 자랑하지만 어쩐지 선수는 되려 하지는 않는다.
태권도는 사랑하지만 겨루기는 제기차기라고?
그런 인에게 운명처럼 찾아온 태권도계의 슈퍼루키 김민석과의 단 한 번의 겨루기.
이제 그들은 이기기 위해, 제대로 싸우기 위해 새로운 태권도 겨루기의 장에서 맞선다!",#스포츠#격투기#스포츠성장#완결스포츠,39355,12세 이용가,총 98화,https://image-comic.pstatic.net/webtoon/771330/thumbnail/thumbnail_IMAG21_3d77367e-42d7-48ba-8946-239def634d70.jpg
/webtoon/list?titleId=725829,아도나이,주동근,9.89,"경신일보 유미건 기자는 어느 날 의문의 제보 메일을 받게 된다. 그녀는 알 수 없는 이끌림에 매료되어 외계인을 믿는 사이비종교 '앙천회'에 잠입 취재를 감행한다. 그런데 이 종교, 알면 알수록 위험하다. <지금 우리 학교는> 주동근 작가의 미스테리 스릴러.",#스릴러#사이비종교#완결스릴러,154247,15세 이용가,총 192화,https://image-comic.pstatic.net/webtoon/725829/thumbnail/thumbnail_IMAG21_7147552783858085986.jpg
/webtoon/list?titleId=783525,악녀 18세 공략기,홍혜,9.96,"로판 웹툰 속 악녀 라이사가 웹툰 원 작가인 18살 유도은의 몸으로 빙의돼버렸다!
이 세계에 빙의된 것도 억울한데, 내가 죽을 운명의 악녀라고?!
자신의 결말을 바꾸기 위한 작가 공략기!",#로맨스#2021 지상최대공모전#빙의#완결로맨스,55384,전체연령가,총 63화,https://image-comic.pstatic.net/webtoon/783525/thumbnail/thumbnail_IMAG21_7221069237323903332.jpg
/webtoon/list?titleId=778578,위닝샷!,강견 / 시바견,9.96,"야구를 할 수 있는 조건이라면 팀의 패전조 역할도 마다하지 않는 투수 '안시윤'. 
초라한 성적으로 중학교 선수 생활을 이어왔던 그는 상대팀의 포수 '백태오'와의 
만남을 계기로 야구 인생이 송두리째 바뀌기 시작한다. 

고교야구 정상에서 힘찬 위닝샷을 던지기 위한 뜨거운 청춘들의 이야기!",#스포츠#야구#스포츠성장,122138,12세 이용가,총 77화,https://image-comic.pstatic.net/webtoon/778578/thumbnail/thumbnail_IMAG21_7377517646593603123.jpg
/webtoon/list?titleId=729047,공유몽,주신 / 유령선,9.92,"잠이 들면 또 다른 세계가 펼쳐진다!
꿈을 빼앗긴 자들이 모이는 곳 ‘큐브’
고유한 능력과 아이템을 부여받은 ‘큐버’
존재하지 않았던 일곱 번째 형태의 아이템을 계승한 ‘도시언’의 성장 액션 먼치킨 판타지!",#판타지#이능력배틀물#먼치킨,149163,전체연령가,총 180화,https://image-comic.pstatic.net/webtoon/729047/thumbnail/thumbnail_IMAG21_835f4d2f-fa5a-4ef0-9106-0edeb5d6dd4c.jpg
/webtoon/list?titleId=792720,이건 그냥 연애 이야기,이재이,9.86,"이제 막 연애를 시작한 세인은 뜨거운 사랑을 꿈꾸지만 어쩐지 유준과의 연애는 미지근하기만 하다.
연애의 불씨를 살리기 위해 고군분투하는 세인과 알 수 없는 태도의 유준.
거기다 자꾸만 엮이게 되는 윗집 남자 이겸까지.
순탄하지 않은 세인의 이건 그냥 연애 이야기.",#로맨스#현실로맨스#하이퍼리얼리즘#청춘로맨스#오피스로맨스#삼각관계,21396,12세 이용가,총 51화,https://image-comic.pstatic.net/webtoon/792720/thumbnail/thumbnail_IMAG21_7306017491928889145.jpg
/webtoon/list?titleId=786269,마법사가 죽음을 맞이하는 방법,박젶 / 주은설,9.97,"“이제 끝내고 싶어.”
사악한 드래곤을 없애야 죽을 수 있다는 저주로 인해, 300년이라는 긴 시간을 살아온 대마법사 엔테. 
마침내 드래곤을 물리치고 안식을 맞이했으나 
눈을 뜬 곳은 사후세계가 아닌, 휘황찬란한 귀족 저택이었다. 
더군다나 마법이라곤 로맨스 판타지 소설밖에 모르는 귀족 영애의 몸에 빙의되었는데...",#판타지#소설원작,75498,12세 이용가,총 57화,https://image-comic.pstatic.net/webtoon/786269/thumbnail/thumbnail_IMAG21_3976731454544045158.jpg
/webtoon/list?titleId=787730,꼰대 관찰자,진아,9.91,"주인공 대곤은 나이도, 직급도 기성세대와 MZ 세대 사이에 애매하게 끼어있다.
그 사이에서 누구보다 평범하게 살고 있는 그의 삶의 모토는 '꼰대로 늙지 않는 것'.
하지만 주변에 꼰대들은 하나둘 늘어가고, 꼰대에게 사이다 발언을 하는 젊은 세대 역시 좋게 보이지도 않는데... 그들을 관찰하다 보면 꼰대가 되지 않는 법도 깨닫게 되지 않을까?",#드라마#하이퍼리얼리즘#완결드라마,44976,12세 이용가,총 56화,https://image-comic.pstatic.net/webtoon/787730/thumbnail/thumbnail_IMAG21_7293356821793825843.jpg
/webtoon/list?titleId=792379,베어케어,꽃소금 / 김용원,9.62,"낮에는 까칠도도 문 상무, 밤에는 털찐 바보 '곰'이 되는 남자 문웅.
어느날 그의 은밀한 이중생활에 자칭타칭 대형사고 콜렉터, 비서 연조가 들어온다.
밤마다 포텐 터지는 자신의 귀여움을 숨기고픈 문웅과
반드시 그의 정규직 비서가 되려는 연조의 '임시보호' 계약 동거가 시작된다!",#로맨스#완결로맨스,31946,전체연령가,총 51화,https://image-comic.pstatic.net/webtoon/792379/thumbnail/thumbnail_IMAG21_448a57b1-10fa-4933-be90-80c0b50a3d37.jpg
/webtoon/list?titleId=783596,그림자의 밤,융,9.97,"예지몽을 꾸는 '이아름'은 어느 날 기억 저편으로 밀려났던 악몽들을 떠올리게 된다.
그리고 노트에는 기억에 없는 꿈에 관한 내용들이 적혀있는데...
'난 이런 거 쓴 적 없어! 하지만 분명 이건 내 꿈이 맞는데..?'
꿈에서 봤던 괴물들이 하나씩 현실에 등장하고,
특별한 능력을 가진 사람들이 세상에 모습을 보이기 시작한다.",#판타지#최강자전#2020 최강자전,135993,15세 이용가,총 52화,https://image-comic.pstatic.net/webtoon/783596/thumbnail/thumbnail_IMAG21_d099edbf-d6bd-4acf-8d38-d871eac8e41b.jpg
/webtoon/list?titleId=772729,반짝반짝 작은 눈,억수씨,9.95,"신참 주민센터 공무원의 Vlog 같은 일상에 마법사가 나타나 전입신고를 요청하는 상황이 끼얹어진다면? 
평범한 듯 평범하지 않은 주민센터 공무원 윤의는 우연히 마법세계에서 피신 온 마법사와 마주치고 그가 지켜야하는 왕자의 알(용체)을 습득하게 되는데...
변덕쟁이 공무원과 고지식한 마법사가 펼치는 어불성설 로맨스!",#판타지,22808,전체연령가,총 86화,https://image-comic.pstatic.net/webtoon/772729/thumbnail/thumbnail_IMAG21_a3b95562-c1ec-4d31-a2a4-77c177731b29.jpg
/webtoon/list?titleId=787314,줄리엣의 나라,EGAUN / carbo(도효원),9.45,"여러분은 트레비 분수의 운명을 믿나요?
군대를 제대하고 여동생을 찾기 위해 나선 베니스에서 만난 수연에게 첫눈에 반한 류환.
""내가 네 나라가 되어줄게.""
사랑에 빠진 류환은 운명처럼 만난 수연을 놓치고 싶지 않았다.
하지만 그녀의 생각은 달랐던 걸까. 함께 로마 여행을 하던 중 수연은 아무 말 없이 일본으로 돌아가 버린다.
재일 조선인이라는 신분으로 어디에도 속할 수 없던, 조총련 의장의 외동딸 민수연 그리고 한 나라 대통령의 아들인 송류환.
두 사람이 ‘그럼에도 불구하고’ 사랑을 찾아가는 이야기.",#로맨스#소설원작#완결로맨스,15706,전체연령가,총 75화,https://image-comic.pstatic.net/webtoon/787314/thumbnail/thumbnail_IMAG21_3559024814669849188.jpg
/webtoon/list?titleId=774863,팔이피플,매미 / 희세,9.94,"<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!
SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.
박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?",#드라마#계략여주#하이퍼리얼리즘#인플루언서,332306,15세 이용가,총 73화,https://image-comic.pstatic.net/webtoon/774863/thumbnail/thumbnail_IMAG21_3689684179498578529.jpg
/webtoon/list?titleId=758664,사람은 고쳐 쓰는 게 아니야!,염라 / 구일하,9.93,"나는 신이 제일 먼저 만든 인간이었다. 나는 사랑받는 게 당연해서 타인에게 한번도 사랑을 베풀지 않았다.
어느 날, 신이 노하여 내 앞에 나타났고 내게 문제를 내었다.
나는 그 문제의 답을 찾을 때까지 마음대로 죽지 못한다.
이번에 환생하면 답을 꼭 찾겠어. 그런데... “뺘아아!” 아기 황녀의 몸으로 환생?! 망했다!",#판타지#이세계#완결판타지,104608,전체연령가,총 106화,https://image-comic.pstatic.net/webtoon/758664/thumbnail/thumbnail_IMAG21_3630856102589116464.jpg
/webtoon/list?titleId=791937,6월의 라벤더,밤희 / 게살,9.94,"어릴 적 미술학원에서 만나 어른이 된 지금까지 절친인 시연과 유라.
사회에 첫 발을 내딛게 된 두 친구에게는 아직도 어렵고 두려운 일들이 가득하다.
새로운 일과 낯선 감정들이 어색한 두 친구는 오해와 화해를 반복하며 점차 성장해간다.",#감성#소꿉친구#완결감성,44459,전체연령가,총 50화,https://image-comic.pstatic.net/webtoon/791937/thumbnail/thumbnail_IMAG21_3991709225342808419.jpg
/webtoon/list?titleId=784819,좋아하게 될 거야,이굴림 / 박수정,9.67,"""빤스를 노려.""
같은 과 선배, 강윤석을 오랫동안 짝사랑하고 있는 스물세 살 대학생, 윤지민.
용하다는 무당을 찾아가 그의 마음을 훔칠 수 있는 부적을 써 오는데, 글쎄 반드시 그의 속옷에다 숨겨야만 한다지 뭔가!",#로맨스#공감성수치#소설원작#완결로맨스,51072,전체연령가,총 73화,https://image-comic.pstatic.net/webtoon/784819/thumbnail/thumbnail_IMAG21_7f4d419a-0db0-48c0-97c7-809be38ff69e.jpg
/webtoon/list?titleId=785693,실버 쥬얼,찬2,9.79,"마법사들이 살고있는 미지의 이웃나라, '마나라'에 파견된 '김범'.
'마나라'의 평화를 책임진다는 보물 '실버 쥬얼'을 탐사하는 임무를 받았건만...
웬 할머니 마법사가 '실버 쥬얼'이라고 하질 않나, 친절했던 마법사가 갑자기 공격하질 않나,
과연 김범은 임무를 무사히 마치고 본국으로 금의환향 할 수 있을 것인가...?!",#판타지,10843,12세 이용가,총 67화,https://image-comic.pstatic.net/webtoon/785693/thumbnail/thumbnail_IMAG21_c01781fb-884a-4667-aa13-e3a316d2fa24.jpg
/webtoon/list?titleId=751208,뫼신 사냥꾼,승림 / 방승현 / 윤현승,9.93,"신령과도 같은 짐승 뫼신.
떠돌이 무사 한세희는 그들을 사냥하고, 
그의 앞에 신비한 힘을 가진 소녀가 나타나는데...",#판타지#소설원작,131303,15세 이용가,총 98화,https://image-comic.pstatic.net/webtoon/751208/thumbnail/thumbnail_IMAG21_b9f0ab1e-64ab-413d-8d7d-5841a40367b9.jpeg
/webtoon/list?titleId=794651,두 번째 딸로 태어났습니다,용원창 / 뉴궁딩팡팡,9.94,"나는 첫째 딸로 태어나 5살에 죽었지만, 두 번째 삶 역시 당신의 품에서 태어났다. 
내가 7살이 되었을 무렵 돌아가신 어머니. 
어머니가 유품으로 남긴 종이 한 장을 챙겨 길을 나선 뒤 마주친 분홍빛 머리카락을 가진 한 남자.
당신이 제 아빠라고요? 심지어 황제라고요? 오라버니도 셋이나 있어요?
엄마… 나 새로운 가족들과 잘 지낼 수 있을까?",#로맨스#러블리#소설원작,100534,전체연령가,총 43화,https://image-comic.pstatic.net/webtoon/794651/thumbnail/thumbnail_IMAG21_7148957749163931702.jpg
/webtoon/list?titleId=783769,내 남편과 결혼해줘,LICO / 성소작,9.95,"하나뿐인 절친과 바람이 난 남편. 
그것도 모자라 시한부인 나를 죽여버렸다. 
그렇게 기구하게 죽어버린 ‘지원’, 기적같이 10년 전으로 돌아왔다…?! 
지원은 미래를 바꾸기 위해, 자신의 시궁창 같던 운명을 절친 ‘수민’ 에게 넘기기로 다짐한다.
그러니까, 나 대신 내 남편과 결혼해줘.",#로맨스#재벌#다정남#후회물#고자극로맨스#회귀#선결혼후연애#사내연애,592101,15세 이용가,총 69화,https://image-comic.pstatic.net/webtoon/783769/thumbnail/thumbnail_IMAG21_fc14e4e2-e62f-4d77-8f46-9fb05cffa77a.jpeg
/webtoon/list?titleId=655746,마법스크롤 상인 지오,엄재경 / 호패,9.96,"마법사인 듯, 마법사 아닌
마법사 같은 너! 오지오!",#판타지#먼치킨,158881,12세 이용가,총 360화,https://image-comic.pstatic.net/webtoon/655746/thumbnail/thumbnail_IMAG21_3977301010156642611.jpg
/webtoon/list?titleId=750582,광해의 연인,러시 / 유오디아,9.91,"“내가 그랬지, 널 기억하겠다고.”
2020년 대한민국. 집안 대대로 시간 여행자라는 특별한 능력을 갖고 있는 소녀 경민.
갑작스러운 아버지의 죽음에 조선시대로 타임 슬립한 그녀는 그곳에서 27살의 광해군을 만난다. 
오랫동안 누군가를 애타게 찾고 그리워했던 이야기, 
400년의 시간을 뛰어넘은 두 사람의 특별한 사랑이 시작된다!",#로맨스#회귀#퓨전사극#소설원작#완결로맨스,259074,15세 이용가,총 101화,https://image-comic.pstatic.net/webtoon/750582/thumbnail/thumbnail_IMAG21_7293407407885333561.jpg
/webtoon/list?titleId=789434,베스트 프렌드,망순,9.95,연령확인필요,연령확인필요,연령확인필요,연령확인필요,연령확인필요,연령확인필요
/webtoon/list?titleId=795235,살고 싶어? 그럼 키스해,박나현 / 곽다빈 / 참새퀸,9.71,"아버지의 지방 발령으로 예기치 못하게 전학을 가게 된 은지는 단짝 친구들과 떨어지게 됐다. 은지는 전학 간 친구들하고 친해지려고 하지만 친구들과 어울리지 못하고 혼자 학교생활을 보낸다. 시간이 갈수록 외로움을 느끼며 점점 지쳐가는 은지, 그러다 은지는 신호를 무시하고 달려든 트럭에 교통사고를 당하게 된다. 눈을 떠보니 이미 싸늘하게 죽어있는 제 시신을 부둥켜안고 울고 있는 부모님이 보게 된 은지 은지는 실신할 듯 울고 있는 부모님과 아무것도 이루지 못한 자신의 인생을 되돌아보며 죽고 싶지 않다고 소망한다. 그때 정체불명의 미남자 '조슈아'가 갑자기 나타나 은지에게 묻는다. ""살고 싶어? 그럼 키스해"" 은지는 다시 인생을 살기 위해 '악마 조슈아'와 첫 키스로 위험한 계약에 맹세한다.",#로맨스#소설원작#완결로맨스,37908,전체연령가,총 50화,https://image-comic.pstatic.net/webtoon/795235/thumbnail/thumbnail_IMAG21_3618140057371226981.jpg
/webtoon/list?titleId=758671,황제와의 하룻밤,예영 / INUS / 차승현(車昇炫),9.94,"술김에 하룻밤을 보낸 남자의 정체가... 무려 황제라고?
겉은 아름다운 남작 영애, 속은 풍파에 쩌든 욕쟁이 할머니 '페넬로페'.
""염병, 남자가 거기서 다 거기지.""
그런 그녀에게 열렬히 구애하는 직진순정파 황제 '바트'!
""나는 네가 필요해.""
직진 황제와 독특한 영애의 본격 발랄 로맨스 판타지!",#로맨스#직진남#빙의#로판#소설원작#완결로맨스,226248,전체연령가,총 103화,https://image-comic.pstatic.net/webtoon/758671/thumbnail/thumbnail_IMAG21_8aae95b7-25f1-44f9-8d5a-928482235580.jpg
